Serial_Number,Schedule_Number,Depot_Code,Count,Depots
3548,378,37,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37"
3734,378,37,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37"
3735,378,37,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37"
3738,378,37,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37"
3740,378,37,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37"
3742,378,37,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37"
3895,378,37,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37,37"
4611,378,21,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37,37,21"
4834,378,16,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37,37,21,16"
4867,378,21,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37,37,21,16,21"
4870,378,21,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37,37,21,16,21,21"
4874,378,21,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37,37,21,16,21,21,21"
4877,378,21,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37,37,21,16,21,21,21,21"
5581,378,37,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37,37,21,16,21,21,21,21,37"
5711,378,21,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37,37,21,16,21,21,21,21,37,21"
5756,378,37,30,"19,19,32,34,34,34,33,33,33,12,12,12,12,37,37,37,37,37,37,37,37,21,16,21,21,21,21,37,21,37"
970,380,29,2,29
3510,380,3,2,"29,3"
788,381,24,1,24
985,382,29,1,29
3506,383,3,1,3
585,390,39,1,39
5715,399,41,2,41
5717,399,41,2,"41,41"
8,401,11,17,11
113,401,11,17,"11,11"
158,401,11,17,"11,11,11"
236,401,30,17,"11,11,11,30"
246,401,30,17,"11,11,11,30,30"
328,401,30,17,"11,11,11,30,30,30"
361,401,30,17,"11,11,11,30,30,30,30"
1543,401,26,17,"11,11,11,30,30,30,30,26"
1757,401,8,17,"11,11,11,30,30,30,30,26,8"
1856,401,8,17,"11,11,11,30,30,30,30,26,8,8"
1895,401,8,17,"11,11,11,30,30,30,30,26,8,8,8"
2748,401,8,17,"11,11,11,30,30,30,30,26,8,8,8,8"
2759,401,8,17,"11,11,11,30,30,30,30,26,8,8,8,8,8"
3503,401,26,17,"11,11,11,30,30,30,30,26,8,8,8,8,8,26"
3903,401,26,17,"11,11,11,30,30,30,30,26,8,8,8,8,8,26,26"
5061,401,11,17,"11,11,11,30,30,30,30,26,8,8,8,8,8,26,26,11"
5571,401,11,17,"11,11,11,30,30,30,30,26,8,8,8,8,8,26,26,11,11"
3162,402,30,1,30
1379,406,43,2,43
6366,406,2,2,"43,2"
1380,407,43,4,43
1445,407,43,4,"43,43"
1447,407,43,4,"43,43,43"
1448,407,43,4,"43,43,43,43"
231,408,30,1,30
1523,409,43,1,43
1705,410,9,17,9
2871,410,4,17,"9,4"
3275,410,22,17,"9,4,22"
3276,410,22,17,"9,4,22,22"
3280,410,22,17,"9,4,22,22,22"
3440,410,22,17,"9,4,22,22,22,22"
3472,410,3,17,"9,4,22,22,22,22,3"
4346,410,31,17,"9,4,22,22,22,22,3,31"
4356,410,9,17,"9,4,22,22,22,22,3,31,9"
4814,410,16,17,"9,4,22,22,22,22,3,31,9,16"
4821,410,16,17,"9,4,22,22,22,22,3,31,9,16,16"
4822,410,16,17,"9,4,22,22,22,22,3,31,9,16,16,16"
5185,410,21,17,"9,4,22,22,22,22,3,31,9,16,16,16,21"
5186,410,21,17,"9,4,22,22,22,22,3,31,9,16,16,16,21,21"
5637,410,9,17,"9,4,22,22,22,22,3,31,9,16,16,16,21,21,9"
5673,410,22,17,"9,4,22,22,22,22,3,31,9,16,16,16,21,21,9,22"
6297,410,22,17,"9,4,22,22,22,22,3,31,9,16,16,16,21,21,9,22,22"
2694,411,4,2,4
6303,411,11,2,"4,11"
1578,412,10,7,10
1583,412,10,7,"10,10"
1584,412,10,7,"10,10,10"
1586,412,10,7,"10,10,10,10"
1588,412,10,7,"10,10,10,10,10"
1589,412,10,7,"10,10,10,10,10,10"
6286,412,10,7,"10,10,10,10,10,10,10"
4478,414,10,2,10
4480,414,30,2,"10,30"
386,415,14,5,14
403,415,14,5,"14,14"
405,415,14,5,"14,14,14"
1603,415,23,5,"14,14,14,23"
6078,415,14,5,"14,14,14,23,14"
2103,500,20,4,20
2270,500,2,4,"20,2"
2771,500,2,4,"20,2,2"
3343,500,12,4,"20,2,2,12"
2328,501,20,2,20
5296,501,21,2,"20,21"
2740,502,33,10,33
2741,502,33,10,"33,33"
2744,502,33,10,"33,33,33"
2765,502,33,10,"33,33,33,33"
3088,502,33,10,"33,33,33,33,33"
3089,502,33,10,"33,33,33,33,33,33"
3113,502,12,10,"33,33,33,33,33,33,12"
3115,502,12,10,"33,33,33,33,33,33,12,12"
3268,502,12,10,"33,33,33,33,33,33,12,12,12"
3892,502,37,10,"33,33,33,33,33,33,12,12,12,37"
180,503,30,1,30
900,506,24,1,24
796,507,24,8,24
1230,507,22,8,"24,22"
1367,507,22,8,"24,22,22"
1370,507,22,8,"24,22,22,22"
1462,507,22,8,"24,22,22,22,22"
1464,507,22,8,"24,22,22,22,22,22"
1509,507,23,8,"24,22,22,22,22,22,23"
6509,507,9,8,"24,22,22,22,22,22,23,9"
2809,510,33,5,33
2812,510,33,5,"33,33"
2818,510,33,5,"33,33,33"
3891,510,37,5,"33,33,33,37"
5058,510,21,5,"33,33,33,37,21"
1169,600,32,6,32
1176,600,38,6,"32,38"
1177,600,38,6,"32,38,38"
1480,600,38,6,"32,38,38,38"
2016,600,15,6,"32,38,38,38,15"
5762,600,21,6,"32,38,38,38,15,21"
4952,601,21,4,21
4954,601,21,4,"21,21"
4955,601,21,4,"21,21,21"
4964,601,21,4,"21,21,21,21"
656,606,39,1,39
3084,2481,22,1,22
4883,3782,21,1,21
4583,3783,33,1,33
4600,3784,33,1,33
4601,3785,33,1,33
4602,3786,33,1,33
4559,3787,19,1,19
4560,3788,32,1,32
4543,3789,33,1,33
2814,107C,2,1,2
2663,108B,8,5,8
4482,108B,14,5,"8,14"
4485,108B,14,5,"8,14,14"
4486,108B,14,5,"8,14,14,14"
5620,108B,14,5,"8,14,14,14,14"
3026,10A,4,1,4
4705,10J,16,3,16
4708,10J,16,3,"16,16"
4709,10J,16,3,"16,16,16"
4511,111A,14,1,14
371,111C,14,5,14
373,111C,14,5,"14,14"
3391,111C,26,5,"14,14,26"
3621,111C,3,5,"14,14,26,3"
6075,111C,14,5,"14,14,26,3,14"
377,111E,14,2,14
416,111E,14,2,"14,14"
417,112A,14,1,14
383,114A,14,6,14
1017,114A,14,6,"14,14"
2857,114A,8,6,"14,14,8"
4502,114A,14,6,"14,14,8,14"
4505,114A,14,6,"14,14,8,14,14"
4509,114A,14,6,"14,14,8,14,14,14"
392,114B,14,2,14
3340,114B,3,2,"14,3"
384,114C,14,7,14
385,114C,14,7,"14,14"
387,114C,14,7,"14,14,14"
388,114C,14,7,"14,14,14,14"
2026,114C,8,7,"14,14,14,14,8"
3623,114C,3,7,"14,14,14,14,8,3"
6135,114C,14,7,"14,14,14,14,8,3,14"
394,114D,14,2,14
2406,114D,2,2,"14,2"
4501,114E,14,1,14
397,114G,14,1,14
4515,115A,14,1,14
1472,119-C,10,1,10
2658,12-E,4,1,4
4763,121A,16,1,16
2391,125E,2,1,2
4770,126A,16,1,16
1872,12B,20,5,20
1916,12B,20,5,"20,20"
6091,12B,4,5,"20,20,4"
6146,12B,20,5,"20,20,4,20"
6252,12B,20,5,"20,20,4,20,20"
2554,12D,20,1,20
4370,12E,4,1,4
6116,12F,33,1,33
643,12F-1,39,4,39
657,12F-1,39,4,"39,39"
658,12F-1,39,4,"39,39,39"
663,12F-1,39,4,"39,39,39,39"
611,12F-2,39,4,39
616,12F-2,39,4,"39,39"
988,12F-2,41,4,"39,39,41"
6196,12F-2,41,4,"39,39,41,41"
622,12F-3,39,3,39
1124,12F-3,41,3,"39,41"
1125,12F-3,41,3,"39,41,41"
817,12F-4,24,1,24
631,12F-5,39,11,39
638,12F-5,39,11,"39,39"
640,12F-5,39,11,"39,39,39"
641,12F-5,39,11,"39,39,39,39"
644,12F-5,39,11,"39,39,39,39,39"
971,12F-5,41,11,"39,39,39,39,39,41"
976,12F-5,41,11,"39,39,39,39,39,41,41"
979,12F-5,41,11,"39,39,39,39,39,41,41,41"
982,12F-5,41,11,"39,39,39,39,39,41,41,41,41"
1997,12F-5,24,11,"39,39,39,39,39,41,41,41,41,24"
6094,12F-5,41,11,"39,39,39,39,39,41,41,41,41,24,41"
2594,13/01,2,1,2
4615,138A,6,1,6
6120,13A,33,2,33
6141,13A,33,2,"33,33"
2560,13B,2,4,2
2752,13B,2,4,"2,2"
2926,13B,4,4,"2,2,4"
4510,13B,2,4,"2,2,4,2"
2128,13C,2,3,2
2131,13C,2,3,"2,2"
3296,13C,3,3,"2,2,3"
3042,13D,4,1,4
4318,13E,2,2,2
6458,13E,20,2,"2,20"
2444,13F,20,1,20
2909,13G,4,1,4
3301,13H,3,1,3
2451,13J,20,1,20
2495,13K,20,1,20
6360,13Q,20,1,20
2526,13S,20,1,20
1934,140A,15,1,15
1947,140B,15,1,15
1896,140E,15,2,15
2055,140E,15,2,"15,15"
6072,141A,15,1,15
4125,141B,15,1,15
2192,141E,2,3,2
2481,141E,2,3,"2,2"
2500,141E,2,3,"2,2,2"
1959,141K,15,1,15
4753,143A,16,2,16
4754,143A,16,2,"16,16"
2056,143E,15,2,15
3346,143E,3,2,"15,3"
1940,144A,15,1,15
1431,144E,6,7,6
1943,144E,15,7,"6,15"
1991,144E,15,7,"6,15,15"
1995,144E,15,7,"6,15,15,15"
2013,144E,15,7,"6,15,15,15,15"
2652,144E,2,7,"6,15,15,15,15,2"
5846,144E,6,7,"6,15,15,15,15,2,6"
2017,144G,15,2,15
6069,144G,14,2,"15,14"
2191,144H,2,2,2
3539,144H,3,2,"2,3"
2573,144K,2,2,2
5847,144K,6,2,"2,6"
3355,145A,3,2,3
4630,145A,6,2,"3,6"
1956,146B,15,2,15
3358,146B,3,2,"15,3"
4395,146D,15,1,15
2063,146E,15,1,15
2464,15A,20,6,20
2787,15A,33,6,"20,33"
2827,15A,33,6,"20,33,33"
2912,15A,20,6,"20,33,33,20"
3690,15A,4,6,"20,33,33,20,4"
3722,15A,4,6,"20,33,33,20,4,4"
2701,15C,4,2,4
3721,15C,3,2,"4,3"
1920,15E,20,8,20
2243,15E,20,8,"20,20"
2288,15E,20,8,"20,20,20"
2664,15E,4,8,"20,20,20,4"
3126,15E,33,8,"20,20,20,4,33"
4829,15E,21,8,"20,20,20,4,33,21"
4927,15E,21,8,"20,20,20,4,33,21,21"
4935,15E,21,8,"20,20,20,4,33,21,21,21"
2671,15F,4,2,4
2721,15F,4,2,"4,4"
2703,15G,4,4,4
2860,15G,33,4,"4,33"
3560,15G,3,4,"4,33,3"
3628,15G,3,4,"4,33,3,3"
3005,15K,33,1,33
2436,161B,2,1,2
2064,161D,15,2,15
2491,161D,2,2,"15,2"
3576,162A,3,2,3
4180,162A,15,2,"3,15"
4855,162D,16,1,16
4179,162E,15,1,15
4405,162F,4,1,4
4091,163A,15,1,15
2054,163C,15,1,15
1939,163D,15,1,15
2229,163E,20,1,20
6139,163G,3,1,3
3752,163K,3,1,3
4413,165C,15,1,15
3810,165E,3,1,3
2350,168A,2,1,2
3694,168D,3,2,3
3804,168D,3,2,"3,3"
4553,168DA,3,1,3
2356,168E,2,2,2
3363,168E,3,2,"2,3"
3658,171A,3,2,3
4065,171A,15,2,"3,15"
4069,171B,15,2,15
4500,171B,14,2,"15,14"
4158,171C,15,2,15
4171,171C,15,2,"15,15"
4198,171D,15,1,15
3795,171E,3,1,3
1640,171F,15,3,15
4266,171F,2,3,"15,2"
6071,171F,15,3,"15,2,15"
1637,171G,15,6,15
1638,171G,15,6,"15,15"
3699,171G,3,6,"15,15,3"
6548,171G,15,6,"15,15,3,15"
6551,171G,15,6,"15,15,3,15,15"
6552,171G,15,6,"15,15,3,15,15,15"
3369,171H,3,1,3
1935,171J,15,1,15
5870,173A,8,1,8
3110,174A,26,1,26
5802,176A,8,1,8
1632,176C,8,2,8
4295,176C,17,2,"8,17"
415,176CA,14,2,14
1304,176CA,14,2,"14,14"
5540,176D,17,1,17
4683,176E,16,1,16
3456,176G,26,1,26
3371,18/02,4,1,4
3445,18/04,4,1,4
2699,19E,8,2,8
5979,19E,4,2,"8,4"
2697,1E,8,2,8
6469,1E,8,2,"8,8"
2565,2-B,34,1,34
2709,200D,8,1,8
2266,201B,20,3,20
2440,201B,20,3,"20,20"
2846,201B,4,3,"20,20,4"
2656,201C,20,1,20
1056,201D,6,1,6
6421,201E,2,1,2
2719,201G,4,1,4
2927,201H,20,1,20
5710,201HA,21,1,21
2648,201J,20,10,20
2649,201J,20,10,"20,20"
2653,201J,20,10,"20,20,20"
2655,201J,20,10,"20,20,20,20"
3035,201J,33,10,"20,20,20,20,33"
4165,201J,6,10,"20,20,20,20,33,6"
4620,201J,6,10,"20,20,20,20,33,6,6"
5840,201J,6,10,"20,20,20,20,33,6,6,6"
5842,201J,6,10,"20,20,20,20,33,6,6,6,6"
6077,201J,15,10,"20,20,20,20,33,6,6,6,6,15"
2832,201K,4,2,4
3875,201K,4,2,"4,4"
2858,201L,4,1,4
1047,201M,6,8,6
1438,201M,6,8,"6,6"
4283,201M,17,8,"6,6,17"
4606,201M,6,8,"6,6,17,6"
4780,201M,16,8,"6,6,17,6,16"
4784,201M,16,8,"6,6,17,6,16,16"
5859,201M,6,8,"6,6,17,6,16,16,6"
5951,201M,17,8,"6,6,17,6,16,16,6,17"
5807,201MA,6,2,6
5850,201MA,6,2,"6,6"
2820,201MD,4,4,4
2822,201MD,4,4,"4,4"
4389,201MD,4,4,"4,4,4"
4623,201MD,6,4,"4,4,4,6"
1875,201MJ,6,2,6
5804,201MJ,6,2,"6,6"
2875,201N,4,2,4
5848,201N,6,2,"4,6"
3378,201P,3,1,3
1921,201Q,6,2,6
2052,201Q,15,2,"6,15"
5733,201RB,21,1,21
1981,201S,15,2,15
2844,201S,4,2,"15,4"
1938,201U,6,3,6
3204,201U,33,3,"6,33"
4590,201U,6,3,"6,33,6"
3693,201V,4,2,4
6085,201V,15,2,"4,15"
6272,202A,8,1,8
2711,202E,20,1,20
1881,210A,20,6,20
3375,210A,4,6,"20,4"
3600,210A,4,6,"20,4,4"
4922,210A,21,6,"20,4,4,21"
5582,210A,31,6,"20,4,4,21,31"
5980,210A,21,6,"20,4,4,21,31,21"
2666,210B,33,1,33
3379,210C,3,1,3
2388,210D,20,1,20
1911,210E,20,5,20
2225,210E,20,5,"20,20"
2646,210E,33,5,"20,20,33"
2698,210E,4,5,"20,20,33,4"
2938,210E,33,5,"20,20,33,4,33"
6321,210EA,37,1,37
2945,210FA,33,1,33
2886,210G,33,5,33
2940,210G,33,5,"33,33"
3019,210G,33,5,"33,33,33"
3441,210G,3,5,"33,33,33,3"
3732,210G,3,5,"33,33,33,3,3"
3409,210H,3,1,3
4587,210HA,3,1,3
2830,210HB,33,1,33
3059,210I,33,1,33
3013,210J,33,3,33
3029,210J,33,3,"33,33"
4582,210J,20,3,"33,33,20"
2778,210K,33,1,33
3437,210KA,3,1,3
2459,210N,2,11,2
2864,210N,33,11,"2,33"
3117,210N,33,11,"2,33,33"
4831,210N,21,11,"2,33,33,21"
4835,210N,21,11,"2,33,33,21,21"
4881,210N,21,11,"2,33,33,21,21,21"
4884,210N,21,11,"2,33,33,21,21,21,21"
4887,210N,21,11,"2,33,33,21,21,21,21,21"
4889,210N,21,11,"2,33,33,21,21,21,21,21,21"
4893,210N,21,11,"2,33,33,21,21,21,21,21,21,21"
6354,210N,21,11,"2,33,33,21,21,21,21,21,21,21,21"
3020,210NA,33,2,33
3022,210NA,33,2,"33,33"
2659,210NB,33,1,33
2834,210ND,33,1,33
3114,210NG,33,1,33
4545,210NH,21,1,21
1919,210P,20,12,20
2374,210P,20,12,"20,20"
2379,210P,20,12,"20,20,20"
2382,210P,20,12,"20,20,20,20"
2700,210P,33,12,"20,20,20,20,33"
2888,210P,33,12,"20,20,20,20,33,33"
2890,210P,33,12,"20,20,20,20,33,33,33"
2976,210P,33,12,"20,20,20,20,33,33,33,33"
3438,210P,3,12,"20,20,20,20,33,33,33,33,3"
4579,210P,20,12,"20,20,20,20,33,33,33,33,3,20"
4836,210P,21,12,"20,20,20,20,33,33,33,33,3,20,21"
5708,210P,21,12,"20,20,20,20,33,33,33,33,3,20,21,21"
2971,210Q,33,3,33
3051,210Q,33,3,"33,33"
3452,210Q,3,3,"33,33,3"
2673,210R,33,5,33
2969,210R,33,5,"33,33"
3467,210R,3,5,"33,33,3"
3696,210R,3,5,"33,33,3,3"
4930,210R,21,5,"33,33,3,3,21"
2598,210T,20,3,20
3132,210T,33,3,"20,33"
6219,210T,21,3,"20,33,21"
2782,210U,33,2,33
3056,210U,33,2,"33,33"
4975,210UB,21,3,21
4979,210UB,21,3,"21,21"
4980,210UB,21,3,"21,21,21"
3175,210V,33,3,33
3249,210V,33,3,"33,33"
4846,210V,21,3,"33,33,21"
2527,210W,2,1,2
4978,210WA,21,1,21
1973,210X,20,1,20
2783,210Z,33,3,33
2937,210Z,33,3,"33,33"
3025,210Z,33,3,"33,33,33"
4839,210ZA,21,1,21
2918,211A,4,1,4
2143,211AA,20,1,20
2043,211B,34,1,34
2205,211C,20,2,20
2206,211C,20,2,"20,20"
2843,211D,4,1,4
2916,211DA,20,1,20
2116,211E,20,1,20
2325,211G,20,1,20
2267,211H,2,2,2
2676,211H,33,2,"2,33"
2590,211J,20,1,20
2280,211K,20,1,20
2568,211L,20,1,20
3711,211M,36,1,36
2311,211N,20,2,20
3633,211N,36,2,"20,36"
1948,211Q,20,1,20
2082,211R,20,1,20
2118,211RA,20,1,20
2531,211T,2,1,2
2522,211U,34,1,34
2084,212B,20,1,20
2521,212C,20,1,20
2563,212D,20,1,20
2545,212F,20,1,20
2806,212G,33,1,33
2589,212M,12,1,12
2512,213A,2,1,2
6123,213C,33,1,33
2677,213D,33,1,33
3692,213DA,36,1,36
3731,213DB,36,1,36
2762,213DC,33,1,33
6152,213E,33,1,33
2096,213F,20,1,20
2498,213FA,34,1,34
2750,213H,33,2,33
2848,213H,4,2,"33,4"
2583,213J,20,1,20
2536,213K,2,3,2
2571,213K,20,3,"2,20"
2842,213K,4,3,"2,20,4"
2273,213L,20,1,20
2392,213M,20,1,20
2754,213N,33,1,33
2785,213P,33,2,33
3638,213P,36,2,"33,36"
2913,213Q,20,1,20
2779,213QA,33,1,33
2416,213R,2,1,2
3077,213T,33,1,33
2412,214A,20,1,20
2841,214B,4,1,4
1949,214D,34,3,34
2335,214D,20,3,"34,20"
2914,214D,20,3,"34,20,20"
3100,214DA,33,1,33
2681,214E,33,2,33
2693,214E,33,2,"33,33"
2441,214F,2,1,2
2268,214G,2,2,2
2686,214G,33,2,"2,33"
2361,214H,20,2,20
2690,214H,33,2,"20,33"
2346,214J,20,1,20
2065,214K,20,1,20
2099,214L,34,1,34
2479,215A,34,4,34
2482,215A,34,4,"34,34"
2756,215A,33,4,"34,34,33"
3769,215A,4,4,"34,34,33,4"
2511,215AB,34,1,34
2070,215B,34,8,34
2086,215B,20,8,"34,20"
2114,215B,34,8,"34,20,34"
2145,215B,20,8,"34,20,34,20"
2250,215B,2,8,"34,20,34,20,2"
2404,215B,2,8,"34,20,34,20,2,2"
2504,215B,34,8,"34,20,34,20,2,2,34"
2601,215B,34,8,"34,20,34,20,2,2,34,34"
2386,215BA,2,2,2
2911,215BA,20,2,"2,20"
2582,215BB,34,1,34
1972,215C,34,7,34
2115,215C,34,7,"34,34"
2442,215C,34,7,"34,34,34"
2538,215C,34,7,"34,34,34,34"
2577,215C,34,7,"34,34,34,34,34"
5976,215C,4,7,"34,34,34,34,34,4"
6126,215C,20,7,"34,34,34,34,34,4,20"
1955,215CA,34,7,34
1958,215CA,34,7,"34,34"
1979,215CA,34,7,"34,34,34"
2042,215CA,34,7,"34,34,34,34"
2474,215CA,34,7,"34,34,34,34,34"
4668,215CA,4,7,"34,34,34,34,34,4"
5962,215CA,34,7,"34,34,34,34,34,4,34"
2119,215CD,34,2,34
2525,215CD,34,2,"34,34"
2882,215D,4,1,4
2261,215E,20,2,20
2490,215E,34,2,"20,34"
1957,215F,34,2,34
2519,215F,2,2,"34,2"
2008,215H,34,11,34
2071,215H,34,11,"34,34"
2072,215H,34,11,"34,34,34"
2477,215H,34,11,"34,34,34,34"
3619,215H,4,11,"34,34,34,34,4"
4383,215H,34,11,"34,34,34,34,4,34"
4557,215H,34,11,"34,34,34,34,4,34,34"
5062,215H,21,11,"34,34,34,34,4,34,34,21"
5063,215H,21,11,"34,34,34,34,4,34,34,21,21"
5732,215H,21,11,"34,34,34,34,4,34,34,21,21,21"
6092,215H,4,11,"34,34,34,34,4,34,34,21,21,21,4"
2492,215HA,34,1,34
2080,215HB,34,2,34
2520,215HB,34,2,"34,34"
5735,215HC,4,2,4
5737,215HC,4,2,"4,4"
2627,215J,34,2,34
2702,215J,33,2,"34,33"
2012,215K,34,6,34
2100,215K,34,6,"34,34"
2265,215K,2,6,"34,34,2"
2840,215K,4,6,"34,34,2,4"
3414,215K,3,6,"34,34,2,4,3"
6107,215K,4,6,"34,34,2,4,3,4"
2572,215L,34,1,34
2041,215M,34,4,34
2061,215M,34,4,"34,34"
2094,215M,34,4,"34,34,34"
2105,215M,34,4,"34,34,34,34"
2626,215MB,34,1,34
1953,215N,34,6,34
2018,215N,34,6,"34,34"
2524,215N,34,6,"34,34,34"
2777,215N,4,6,"34,34,34,4"
4240,215N,34,6,"34,34,34,4,34"
6357,215N,34,6,"34,34,34,4,34,34"
2704,215NA,4,1,4
2027,215NB,34,1,34
2548,215NC,34,1,34
6026,215P,34,1,34
2710,215R,33,1,33
2712,215T,33,1,33
2722,215U,33,1,33
2597,215W,20,1,20
2729,215X,33,1,33
3419,215Y,3,1,3
2031,215Z,34,2,34
2059,215Z,34,2,"34,34"
2780,216A,33,1,33
2714,216B,33,1,33
4369,217D,20,2,20
6125,217D,33,2,"20,33"
2420,217E,20,1,20
5728,217F,20,1,20
5760,218A,21,1,21
3710,218B,36,1,36
6443,219A,21,1,21
3460,220D,37,2,37
3495,220D,37,2,"37,37"
4406,220E,12,1,12
3462,221B,37,1,37
856,221C,12,1,12
2599,221D,12,2,12
3482,221D,37,2,"12,37"
5709,221E,37,1,37
3475,221F,37,1,37
3471,221G,37,1,37
3476,221H,37,2,37
3478,221H,37,2,"37,37"
3480,221J,37,1,37
2600,221K,12,1,12
3483,221L,37,1,37
2593,222A,12,13,12
2606,222A,12,13,"12,12"
2607,222A,12,13,"12,12,12"
3333,222A,12,13,"12,12,12,12"
3357,222A,12,13,"12,12,12,12,12"
3498,222A,37,13,"12,12,12,12,12,37"
3504,222A,37,13,"12,12,12,12,12,37,37"
3509,222A,37,13,"12,12,12,12,12,37,37,37"
4441,222A,22,13,"12,12,12,12,12,37,37,37,22"
5480,222A,17,13,"12,12,12,12,12,37,37,37,22,17"
5483,222A,16,13,"12,12,12,12,12,37,37,37,22,17,16"
5761,222A,21,13,"12,12,12,12,12,37,37,37,22,17,16,21"
6267,222A,26,13,"12,12,12,12,12,37,37,37,22,17,16,21,26"
3501,222C,37,1,37
2603,222F,12,3,12
3321,222F,12,3,"12,12"
3390,222F,12,3,"12,12,12"
871,222K,12,3,12
2612,222K,12,3,"12,12"
3554,222K,37,3,"12,12,37"
879,222N,12,4,12
2618,222N,12,4,"12,12"
3558,222N,37,4,"12,12,37"
3561,222N,37,4,"12,12,37,37"
3137,223A,12,2,12
4290,223A,17,2,"12,17"
3581,223D,37,5,37
3603,223D,37,5,"37,37"
3806,223D,37,5,"37,37,37"
5758,223D,17,5,"37,37,37,17"
6456,223D,21,5,"37,37,37,17,21"
3564,223E,37,2,37
4287,223E,17,2,"37,17"
3646,223F,37,1,37
3606,223H,37,1,37
3569,223J,37,1,37
3574,223L,37,2,37
3687,223L,37,2,"37,37"
4786,223P,16,1,16
4288,223PA,17,1,17
3578,224A,37,1,37
3209,224C,12,1,12
5077,224D,21,1,21
5753,224DA,37,1,37
3593,224E,37,1,37
2624,225A,12,1,12
5078,225AB,21,1,21
5082,225B,21,1,21
4644,225C,21,11,21
4833,225C,21,11,"21,21"
4842,225C,21,11,"21,21,21"
4844,225C,21,11,"21,21,21,21"
4886,225C,21,11,"21,21,21,21,21"
4894,225C,21,11,"21,21,21,21,21,21"
4895,225C,21,11,"21,21,21,21,21,21,21"
4899,225C,21,11,"21,21,21,21,21,21,21,21"
4905,225C,21,11,"21,21,21,21,21,21,21,21,21"
4908,225C,21,11,"21,21,21,21,21,21,21,21,21,21"
5742,225C,21,11,"21,21,21,21,21,21,21,21,21,21,21"
5696,225CB,21,1,21
4956,225CF,21,1,21
4959,225D,21,2,21
5825,225D,21,2,"21,21"
4621,225DA,21,2,21
4962,225DA,21,2,"21,21"
2657,225F,12,2,12
5700,225F,21,2,"12,21"
4973,225G,21,2,21
5702,225G,21,2,"21,21"
5726,225H,21,1,21
5703,225K,21,2,21
5706,225K,21,2,"21,21"
5110,225P,21,1,21
3572,226A,36,1,36
3595,226B,37,1,37
3643,226C,36,2,36
5579,226C,36,2,"36,36"
3637,226D,36,1,36
3631,226E,36,1,36
3616,226F,36,1,36
3541,226G,36,1,36
3757,226H,37,1,37
3531,226J,36,1,36
3651,226K,36,1,36
3652,226L,36,1,36
3322,226M,12,12,12
3505,226M,36,12,"12,36"
3517,226M,36,12,"12,36,36"
3521,226M,36,12,"12,36,36,36"
3526,226M,36,12,"12,36,36,36,36"
3550,226M,36,12,"12,36,36,36,36,36"
3568,226M,36,12,"12,36,36,36,36,36,36"
3573,226M,36,12,"12,36,36,36,36,36,36,36"
3677,226M,36,12,"12,36,36,36,36,36,36,36,36"
4608,226M,12,12,"12,36,36,36,36,36,36,36,36,12"
5495,226M,12,12,"12,36,36,36,36,36,36,36,36,12,12"
5757,226M,36,12,"12,36,36,36,36,36,36,36,36,12,12,36"
277,226MB,12,1,12
3108,226N,12,19,12
3434,226N,12,19,"12,12"
3533,226N,36,19,"12,12,36"
3537,226N,36,19,"12,12,36,36"
3546,226N,36,19,"12,12,36,36,36"
3555,226N,36,19,"12,12,36,36,36,36"
3556,226N,36,19,"12,12,36,36,36,36,36"
3559,226N,36,19,"12,12,36,36,36,36,36,36"
3575,226N,36,19,"12,12,36,36,36,36,36,36,36"
3672,226N,36,19,"12,12,36,36,36,36,36,36,36,36"
3675,226N,36,19,"12,12,36,36,36,36,36,36,36,36,36"
3689,226N,36,19,"12,12,36,36,36,36,36,36,36,36,36,36"
3691,226N,36,19,"12,12,36,36,36,36,36,36,36,36,36,36,36"
3698,226N,36,19,"12,12,36,36,36,36,36,36,36,36,36,36,36,36"
3707,226N,36,19,"12,12,36,36,36,36,36,36,36,36,36,36,36,36,36"
3821,226N,36,19,"12,12,36,36,36,36,36,36,36,36,36,36,36,36,36,36"
4632,226N,12,19,"12,12,36,36,36,36,36,36,36,36,36,36,36,36,36,36,12"
5644,226N,36,19,"12,12,36,36,36,36,36,36,36,36,36,36,36,36,36,36,12,36"
6310,226N,36,19,"12,12,36,36,36,36,36,36,36,36,36,36,36,36,36,36,12,36,36"
3577,226NA,36,1,36
