busstop,trips
"Dasegowdana Palya,OPPOSITE OF MARAMMA TEMPLE","6"
"Devalapura,IOC ROAD,IN FRONT OF MANJUSHREE HOTEL","6"
"Devastana","6"
"Dibburu,DIBBUR,BESIDE GOVT. PRIMARY SCHOOL","6"
"Dodda Aladamara,Dodda Aladamara ,Aladamara","6"
"Dodda Dasarahalli,IN FRONT OF CHANNARAYASWAMI TEMPLE","6"
"Dodda Jala Mylanahalli Road,DODDA JALA,IN FRONT OF ANJANEYA TEMPLE","6"
"Dodda Londa,DODDA TANDA,IN FRONT OF WATER TANK","6"
"Dodda Thimmasandra,SARJAPURA HOBLI,BEHIND SRI ANJANEYA TEMPLE","6"
"Dodda Tumkur,IN FRONT OF GOVERNMENT MILK DAIRY","6"
"Dodda Tumkur,OPPOSITE OF GOVERNMENT MILK DAIRY","6"
"Doddamaranahalli,IN FRONT OF ANJANEYA SWAMI TEMPLE","6"
"Doddasanne,DODDA SANNE,OPPOSITE OF SRI RAMA TEMPLE","6"
"Dombarahatti Dongadipura Cross,GONGADIPURA,IN FRONT OF OPEN AREA","6"
"Donenahalli,DONENAHALLI,NEAR GOVERNMENT SCHOOL","6"
"Electronic City,ELECTRONIC CITY,BESIDE N.T.T.F. INSTITUTE","6"
"Electronic City,ELECTRONIC CITY,OPPOSITE OF STATE BANK OF INDIA","6"
"Elgin Floor Mill,LANGFORD TOWN SHANTHI NAGARA,OPPOSITE OF CROPS OF MILITARY SCHOOL","6"
"GEJJAGADAHALLI COLONY,GEJJAGADAHALLI COLONY,IN FRONT OF RESIDENTIAL AREA","6"
"GEJJAGAL PALYA,GEJJAGAL PALYA,BESIDE OPEN AREA","6"
"GOPASANDRA,SARJAPURAA-HUBLI,BESIDE SRI DODDAMMA DEVI TEMPLE","6"
"Gadigaiahana Doddi,Manchanabele","6"
"Ganagaluru","6"
"Ganagaluru Cross","6"
"Ganakkal,TAVAREKERE,IN FRONT OF GOVERNMENT PRIMARY SCHOOL","6"
"Ganesha Circle,Kammasandra,Near Sri Raghavendra Swamy Temple (Brundavana)","6"
"Gangena Halli,GANGENAHALLI,BESIDE SRI MARAMMA DEVI PRASANNA TEMPLE","6"
"Gangenahalli Cross","6"
"Gangondanahalli Colony,GANGONDANAHALLI COLONY,BESIDE RESIDENTIAL AREA","6"
"Geddalahalli,IOC ROAD,IN FRONT OF ASHWATHA KATTE","6"
"Gejjagadahalli,GEJJAGADAHALLI,BESIDE GOVT.PRIMARY SCHOOL","6"
"Gollarapalya","6"
"Gonighattapura","6"
"Goravanahalli Cross,GURUVANAHALLI,BESIDE OPEN AREA","6"
"Goravanahalli,GORAVANAHALLI,BESIDE OPEN AREA","6"
"Goribelle,GORENBELE,BESIDE OPEN AREA","6"
"Gottigehalli,GOTIGEHALLI,IN FRONT OF DOOR NO 150","6"
"Govt First Grade College","6"
"Gowdana palya,IN FRONT OF ARALIMARA","6"
"Gruhalaxmi layout,GRUHALAKSHMI LAYOUT,BESIDE GANAPATHI TRADERS","6"
"Gudipalya,IN FRONT OF DOOR NO-38","6"
"Gundenahalli Cross,BESIDE OPEN AREA","6"
"Guni Agrahara,GUNI AGRAHARA,BESIDE ANJANEJYA TEMPLE","6"
"Guruvanahalli,GURUVANAHALLI,IN FRONT OF ANJANEYA TEMPLE","6"
"HARSNAHALLI","6"
"HUNASOORU,IN FRONT OF ANJANEYA TEMPLE","6"
"Hadripura,HADRIPURA,IN FRONT OF VEERABHADRA SWAMY TEMPLE","6"
"Halasahalli","6"
"Halubhavi Palya,GULAGANJANAHALLI,OPPOSITE OF GOVT. SCHOOL","6"
"Hancharahalli,ANCHARAHALLI,IN FRONT OF MILK DAIRY","6"
"Handhigutte,HANDIGUNTE,BESIDE OPEN AREA","6"
"Harohalli,HUSKURU POST, SARJAPURA HOBLI,BESIDE GOVT. SCHOOL & RESIDENTIAL AREA","6"
"High School Pujena Agrahara,PUJENA AGRAHARA,IN FRONT OF GOVT.HIGH SCHOOL","6"
"Highschool,DODDA TANDA,OPPOSITE OF GOVT. HIGH SCHOOL","6"
"Honnasandra,HONGASANDRA,IN FRONT OF MARAMMA DEVI TEMPLE","6"
"Hosakere,SULIKERE,IN FRONT OF SHANI MAHATHAMA TEMPLE","6"
"Hosapalya Gate,BESIDE OPEN AREA","6"
"Hosapalya,HOSAPALYA,BESIDE OPEN AREA","6"
"Hosapalya,IN FRONT OF WATER TANK","6"
"Hoshalli,HOSAHALLI,BESIDE OPEN AREA","6"
"Hulimangala,JIGANI HUBLI,IN FRONT OF VILLAGE PANCHAYAT OFFICE","6"
"Huskur,ELECTRONIC CITY POST,BESIDE THALI RESTAURANT","6"
"Indiranagar Tumkur Road,INDIRA NAGARA,BESIDE SNEHA CERAMICS","6"
"JELLI CRUSHER FACTORY,BESIDE OPEN AREA","6"
"JJN THIMMAREDDY LAYOUT,HULIMANGALA POST & JIGANI HUBLI,BEHIND SHRI BALAMURI VINAYAKA TEMPLE","6"
"Jaipura Doddi","6"
"Jakkanahalli Cross,JAKKANAHALLI,IN FRONT OF HOTEL DEEPU","6"
"Jalige,IN FRONT OF GOVT. GENERAL STORE","6"
"Jalige,IN FRONT OF SRI RAMA TEMPLE","6"
"Jn of Soukya Hospital,IN FRONT OF POLICE STATION","6"
"Jn of Vaddarahalli,BETTAHALLI COLONY,BESIDE LAKSHMI VENKATESHWARA PROVISION STORE","6"
"Jogi Palya Gate,BESIDE OPEN AREA","6"
"Jyothinagar,JYOTHI NAGARA,BESIDE RESIDENTIAL AREA","6"
"KADUJAKKASANDRA","6"
"KALLI PALYA,KALLI PALYA,IN FRONT OF WATER TANK","6"
"KAMBADA KALLU,KAMBADA KALLU,BESIDE OPEN AREA","6"
"KARIBIRANAHOSAHALLI GATE","6"
"KEMPALINGANAPURA","6"
"KG Lakkenahalli,K.G.LAKKENAHALLI,BESIDE ASHWATHA KHATTE","6"
"KHB Colony,GORAVANAHALLI,BESIDE OPEN AREA","6"
"Kacharakanahalli Cross,BISANAHALLI,IN FRONT OF RESIDENTIAL AREA OR OM SHAKTHI TEMPLE","6"
"Kacharakanahalli,IN FRONT OF VENUGOPALA SWAMI TEMPLE","6"
"Kadajakkanahalli","6"
"Kadayarppanhalli,IN FRONT OF GOVERNMENT SCHOOL","6"
"Kakkehalli,KAKKE HALLI,IN FRONT OF GOVERNMENT SCHOOL","6"
"Kallaghatta,KALALASANDRA,IN FRONT OF MILK DAIRY","6"
"Kallahalli","6"
"Kallur","6"
"Kammasandra Colony,Kammasandra ,Near Lakshmi Temple","6"
"Kammasandra,K.G.LAKKENAHALLI CROSS,BESIDE RAVAPACK INDUSTRIES","6"
"Kanekallu,IOC ROAD,IN FRONT OF ANGANAVADI KENDRA","6"
"Kanivemadhapura Cross","6"
"Kannalli,KANNALLI,IN FRONT OF VEERABHADRA SWAMY","6"
"Kanuvanahalli,KANUVANA HALLI,BESIDE WATER TANK","6"
"Kariyappanadoddi","6"
"Kattugollahalli Gate,KATTUGOLLAHALLI,BESIDE ANJANEYA TEMPLE","6"
"Kattugollahalli,KATTUGOLLAHALLI,BESIDE GOVT. SCHOOL","6"
"Kembathahalli,KEMBATAHALLI,IN FRONT OF MAHAGANAPATHI TEMPLE","6"
"Kenchanapalya,K Gollahalli,Opp Water Tank","6"
"Kere Kodi,BESIDE OPEN AREA","6"
"Kethaganahalli,KITHIGANAHALLI,IN FRONT OF GRAMADEVATHE TEMPLE","6"
"Kidwai Layout","6"
"Kodalipura,ANEKAL TALUK,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL","6"
"Kodigehalli Cross,SHANTHI NAGARA,IN FRONT OF HOODI RAILWAY CROSSING","6"
"Kodigehalli,IN FRONT OF AVVAJI BAKERY","6"
"Koluru Ramohalli Road,KOLURU,IN FRONT OF WATER TANK","6"
"Kommagatta,KOMMAGATTA,IN FRONT OF LAKE","6"
"Krishna Sagar Hosakerahalli,KRISHNA SAGARA,OPPOSITE OF RAJALAKSHMI WINES","6"
"Kullegowdanapalya,K.GOLLAHALLI,IN FRONT OF WATER TANK","6"
"Kundalpura,IN FRONT OF WATER TANK","6"
"Kuppasiddana Doddi","6"
"Kurabarahalli,KURUBARAHALLI","6"
"Kurubara Palya,CHANDRAPPA CIRCLE,NEAR WATER TANK","6"
"Kurubara Palya,OPPOSITE OF WATER TANK","6"
"Kurubarapalya Cross,CHANDRAPPA CIRCLE,OPPOSITE OF WATER TANK","6"
"Kyasaraguppe,KASARGUPPE,OPPOSITE OF ASHAPURA MATAJI MANDIR","6"
"Lakkayyanapalya,LAKKAYYANAPALYA,OPPOSITE OF GOVERNMENT PRIMARY SCHOOL","6"
"LakshmiPura,LAKSHMIPURA,IN FRONT OF OPEN AREA","6"
"Leelavathi Estate,OPPOSITE OF LEELAVATHI ESTATE","6"
"Linganahalli,IN FRONT OF RESIDENTIAL AREA","6"
"Lingapura Cross,ANEKAL TALUK,NEAR G.V.S.COLLEGE","6"
"Lingapura,ANEKAL TALUK,IN FRONT OF SRI MARAMMA DEVI TEMPLE","6"
"M Gopahalli,M.GOPALHALLI,IN FRONT OF MILK DAIRY","6"
"MALENAHALLI,ATTIBELE HOBLI,OPPOSITE OF GOVT. JUNIOR PRIMARY SCHOOL","6"
"MARAGONDANAHALLI CROSS,BESIDE OPEN AREA","6"
"MARAMMA TEMPLE,KADU KARENAHALLI,IN FRONT OF MARAMMA TEMPLE","6"
"MRV Bricks Factory","6"
"MS Palya,MUNESHWARA LAYOUT,BESIDE OPEN AREA","6"
"MUTHAGADAHALLI CROSS,MADAPPANAHALLI,IN FRONT OF OPEN AREA","6"
"Machohalli,MACHOHALLI,IN FRONT OF GRAMA PANCHAYATH","6"
"Madanayakanahalli,MADUNAYAKANAHALLI,BESIDE HOTEL GURU DARSHINI","6"
"Magadi","6"
"Magadi Rangappanapalya,MAGADI RANGAPPANAPALYA,BESIDE OPEN AREA","6"
"Magadi Road 10th Cross,Magadi Road,Near Metro Station","6"
"Mahadevana Doddi","6"
"Mahadevapura,MAHADEVAPURA,IN FRONT OF PETTY SHOP","6"
"Majara Hosahalli Cross","6"
"Makali,MAKALI,IN FRONT OF NITYA PAKAGING COMPANY","6"
"Makanahalli,MAKANAHALLI,BESIDE GOVT.SCHOOL,LEFT SIDE","6"
"Mallipalya","6"
"Mallohalli,BESIDE RESIDENTIAL AREA","6"
"Mallohalli,CHANNADEVI AGARAHARA,IN FRONT OF PETTY SHOP","6"
"Manchenabeley school","6"
"Manjunatha tent,RAMACHANDRAPURA,BESIDE SRI BALAJI COMMUNICATION","6"
"Manthri Layout,NAGARARU,IN FRONT OF PETTY SHOP","6"
"Marikuppe,MAARIGUPPE,IN FRONT OF POST OFFICE","6"
"Matha Gate,OPPOSITE OF ANJANEYA TEMPLE","6"
"Matha,MATHA VILLAGE,OPPOSITE OF WATER TANK","6"
"Mathahalli cross,MATTHAHALLI,OPPOSITE OF  LAKSHMI BAKERY","6"
"Meenakunte Hosuru,DODDA JALA,IN FRONT OF RAILWAY TRACK","6"
"Motaganahalli,MOTAGANAHALLI,OPPOSITE OF DAKSHAYINI ENTERPRISES","6"
"Mudalayyanadoddi","6"
"Muddana Palya,OPPOSITE OF REVANA SIDDESHWARA PROVISION STORE","6"
"Mukkodlu,MUNI NAGARA,OPPOSITE OF MARAMMA TEMPLE","6"
"Munikondappa Badavane","6"
"Muppadighatta,OPPOSITE OF ASHWATHA KATTE","6"
"Muthkuru,MUTHKURU,IN FRONT OF GAGAN TEXTILES","6"
"Muthurayaswamy Doddi Cross","6"
"Mutturayanaswamy Doddi","6"
"Mylapura Gate,MYLAPURA,IN FRONT OF SHREENIDHI SAGAR","6"
"NISARGA LAYOUT,MAKALI,OPPOSITE OF SRINIVASA PROVISION STORE","6"
"Nagamangala,NAGAMANGALA,BESIDE RESIDENTIAL AREA NAGAMANGALA","6"
"Nagamangala,NAGAMANGALA,IN FRONT OF GOVT. SCHOOL","6"
"Naganayakanahalli,ANEKAL TALUK,BESIDE GOVERNMENT SENIOR PRIMARY SCHOOL","6"
"Naganayakanahalli,NAGANAYAKANA HALLI,OPPOSITE OF GOVT.HIGHER PRIMARY SCHOOL","6"
"Nagasandra Palya,NAGASANDRA PALYA,BESIDE MARAMMA TEMPLE","6"
"Nandagokula Nagara","6"
"Nanjappa Circle","6"
"Nanjapura","6"
"Nanjapura Cross","6"
"Nanjapura Cross,JIGANI HUBLI,BESIDE OPEN AREA","6"
"Navarathna Agrahara","6"
"Nelagedaranahalli,NELAGADARAHALLI,BESIDE SANTOSH ELECTRICALS","6"
"Nelamangala Court,NELAMANGALA,BESIDE COURT","6"
"Neraganahalli,NAGAMANGALA,BESIDE THIMMARAYA SWAMI TEMPLE","6"
"Nettakallappa Circle,Opp to temple","6"
"Nidaghatta Cross,ATTHIVATA,BESIDE PUNJABI DABA","6"
"Nidaghatta,NIDGUTTA,IN FRONT OF GOVT.HIGHER PRIMARY SCHOOL","6"
"Nirvana Layout,SADAHALLI,IN FRONT OF GOVT. MIDDLE SCHOOL","6"
"Om timber,H.M.T.LAYOUT CROSS,BESIDE OPEN AREA","6"
"Orahalli","6"
"Park,PATTANAGERE, B.H.E.L. LAYOUT,BESIDE NANJUNDESHWARA ELECTRICALS","6"
"Pillahalli colony,PILLAHALLI,IN FRONT OF RUDRESHWARA HOTEL","6"
"Pillahalli,PILLAHALLI,IN FRONT OF ANJANEYA TEMPLE","6"
"Pillahalli,PILLAHALLI,IN FRONT OF YELLAMMA TEMPLE","6"
"Puttaiahna Palya,IN FRONT OF MILK DAIRY","6"
"Puttenahalli,Kannamangala,Puttenahalli Village","6"
"RAILWAY GOLLAHALLI ARCH,RAILWAY GOLLAHALLI,IN FRONT OF POLICE STATION","6"
"RTO OFFICE,IN FRONT OF R.T.O.TRINING GROUND","6"
"Railway Gate Sarjapura","6"
"Rainbow Layout,RAINBOW LAYOUT,BESIDE RESIDENTIAL AREA","6"
"Rajaji Nagar Industrial Area","6"
"Ramakrishnapura","6"
"Ramesh nagara","6"
"Rampura,RAMPURA,IN FRONT OF WATER TANK","6"
"Rangajangama,NITHYANADA NAGARA,IN FRONT OF V.K.STORES(ASHWATHA KATTE)","6"
"Rangappana Palya,RANGAYYANA PALYA,BESIDE OPEN AREA","6"
"Rolling Mill","6"
"SADAHALLI BANDE,SADAHALLI,IN FRONT OF CHENNAKESHAVA HARDWARES","6"
"SHIVANAPURA","6"
"SINGENAHARA","6"
"SLN City,TAVAREKERE,BESIDE OPEN AREA","6"
"SOLURU GATE","6"
"SONARA DODDI","6"
"SRIRAMPURA,HENNAGARA POST,BESIDE HUNASEMARA & RESIDENCE","6"
"Sadenahalli,OPPOSITE OF ANJANEYA TEMPLE","6"
"Sahakara Nagar Cauvery School,SAHAKARA NAGARA,BESIDE HOPCOMS","6"
"Shanimahathma Devasthana,Adjacent to Temple","6"
"Shanthinagara,SHANTHI NAGARA,BESIDE ASHWATHA KHATTE","6"
"Shikaripalya Cross,ELECTRONIC CITY,OPPOSITE OF WIPRO GATE","6"
"Shivanapura,Shivanapura,Near Gunduru","6"
"Siddayyanadoddi","6"
"Singahalli,SINGAHALLI,BESIDE RAITHA SAHAKARA SANGHA OFFICE","6"
"Singarahalli,NAGAMANGALA,IN FRONT OF MADDURAMMA TEMPLE","6"
"Singena Agrahara,ANEKAL TALUK,BESIDE MILK DAIRY","6"
"Singhena agrahara cross,ELECTRONIC CITY POST,BESIDE FRUIT MARKET","6"
"Somalapura,SOMALAPURA,BESIDE HUNASEMARA","6"
"Somathanahalli Gate Budigere Road,SOMATANAHALLI,OPPOSITE OF ANJANEYA TEMPLE","6"
"Somathanahalli,SOMATANAHALLI,IN FRONT OF MILK DAIRY","6"
"Sondekoppa Cross,BESIDE OPEN AREA","6"
"Soppahalli,ANEKAL TALUK,BESIDE SRI RENUKA YELLAMMA DEVI TEMPLE","6"
"Soundarya Layout","6"
"Srinivasapura,K Gollahalli","6"
"Sriramapura Colony,SRIRAMAPURA COLONY (MANTAPA),IN FRONT OF PETTY SHOP","6"
"Subramanya Nagara,OPPOSITE OF PETTY SHOP","6"
"Sugganahalli Circle,SUGGANAHALLI,IN FRONT OF R.G.DIGITAL STUDIO","6"
"Sugganahalli,SUGGANAHALLI,OPPOSITE OF K.E.B.OFFICE, BESCOM","6"
"Sulikere,YELACHAGUPPE,BESIDE OPEN AREA","6"
"Suliwara,IN FRONT OF GOVT. SCHOOL","6"
"Suradenapura Yelahanka Road,BESIDE SRI RAMA TEMPLE","6"
"Suradenapura Yelahanka Road,OPPOSITE OF G.K. BAKERY & SWEETS","6"
"Suragajakkanahalli Anekal Road,Petty shop","6"
"Surya city,CHANDAPURA,OPPOSITE OF K.H.B.ARCH","6"
"System Jalahalli Cross","6"
"TBegur,T.BEGURU,BESIDE OPEN AREA","6"
"TChuddadenahalli,DOMMASANDRA POST, C.H.HALLI,BESIDE YALLAMMA DEVI TEMPLE & GOVT PRIMARY SCHOOL","6"
"THAGGALIHOSAHALLI GATE","6"
"THAVATAHALLI","6"
"Tattekere","6"
"Tavarekere,Tavarekere,SLV Mobile Centre","6"
"Temple","6"
"Thagachuguppe","6"
"Thattaguppe","6"
"Thindlu Cross,THINDLU,BESIDE OPEN AREA","6"
"Thindlu Cross,THINDLU,IN FRONT OF ALADAMARA","6"
"Thindlu,BESIDE VINAYAKA TEMPLE","6"
"Thippenahalli Cross,TIPPENAHALLI CROSS,BESIDE WATER TANK","6"
"Thirumalapura,THIRUMALAPURA,IN FRONT OF ANJANEYA TEMPLE","6"
"Thirumalapura,THIRUMALAPURA,OPPOSITE OF ANJANEYA SWAMY TEMPLE","6"
"Thiruranga Cross,ANEKAL TALUK,OPPOSITE OF ASHWATHA KATTE","6"
"Thittahalli,THITTAHALLI,BESIDE OPEN AREA","6"
"Thokathimmanadoddi,TOKATHIMANA DODDI,IN FRONT OF SAI TEMPLE","6"
"Thonachaguppe,TONACHIKUPPE,BESIDE OPEN AREA","6"
"Thyamagondlu,THYAMAGONDLU,IN FRONT OF PANCHAYAT OFFICE","6"
"Tore Kempahalli,THOREKEMPANAHALLI,IN FRONT OF MILK DAIRY","6"
"Tulasipura","6"
"UMMALU","6"
"UMMALU GATE","6"
"Uddandalli ,UDDANDAHALLI,IN FRONT OF FLAG MAST","6"
"Ujappana Doddi","6"
"Uraganadoddi Bannerughatta Area","6"
"Vabasandra","6"
"Vaddarahalli,VADDARAHALLI,BESIDE RAMYA PROVISION STORES","6"
"Vaderahalli,VADERAHALLI CROSS,IN FRONT OF RANAGANATHA HOTEL","6"
"Vajara Halli Colony,VAJARAHALLI,OPPOSITE OF PUMP HOUSE","6"
"Vajarahalli,VAJARAHALLI,IN FRONT OF ANJANEYA SWAMY TEMPLE","6"
"Vajarahalli,VAJARAHALLI,IN FRONT OF RESIDENTIAL AREA","6"
"Veerasandra,VEERASANDRA,IN FRONT OF MILK DAIRY","6"
"Veeregowdana Doddi,VEEREGOWDANA DODDI,IN FRONT OF GOVERNMENT SCHOOL","6"
"YADIYURAPPA NAGARA,IN FRONT OF NILAGIRI THOPU","6"
"YARANDAHALLI","6"
"Yale Kodigehalli Colony,KODIGEHALLI,IN FRONT OF GANESH STUDIO","6"
"Yale Kodigehalli,ELE KODIGE HALLI,IN FRONT OF OPEN AREA","6"
"Yantaganahalli,YANTAGANAHALLI,IN FRONT OF GOVT. COLLEGE","6"
"Yarandahalli Circle Cross,BOMMASANDRA END AREA,BESIDE SRUJAN INDUSTRIES","6"
"Yarappanahalli,OPPOSITE OF GOVT.MILK DAIRY","6"
"Yelachagere,YELACHAGERE,IN FRONT OF BASAVANNA TEMPLE","6"
"Yelahanka ,YELAHANKA,BESIDE S.B.BAKERY AND SWEETS","6"
"Yellammanadoddi","6"
"Adarsha Nagara,ADARSHA NAGARA,IN FRONT OF RESIDENTIAL AREA","8"
"Agrahara Cross,AGRAHARA,OPPOSITE OF ESTATE FARM","8"
"Ajeez palya,BOLAMARANAHALLI,BESIDE PROVISION STORE","8"
"Aladamara ,THIMMEGOWDAN PALYA,BESIDE OPEN AREA","8"
"Alammana Palya,BESIDE OPEN AREA","8"
"Allalasandra,ARALALSANDRA,OPPOSITE OF DOOR NO-24","8"
"Aluru Palya,ALURU PALYA,IN FRONT OF PROVISION STORE","8"
"Ambedkar nagara","8"
"Anagalipura,ANGALAPURA,BESIDE BAKERY","8"
"Anchipura,ANCHIPURA,OPPOSITE OF MILK DAIRY","8"
"Annapurna Nagara","8"
"Arakere Gate Byrapura,AREKERE COLONY,BESIDE OPEN AREA","8"
"Arakere,AREKERE,BESIDE RESIDENTIAL AREA","8"
"Arishinakunte,ARISHINA KUNTE,BESIDE PETTY SHOP","8"
"Avaragere Cross,BIDADI,IN FRONT OF S.L.N.PUBLIC SCHOOL","8"
"BGS Health City,B.G.S. HOSPITAL,IN FRONT OF B.G.S.GLOBAL HOSPITAL","8"
"BHEL Layout ,PATTANAGERE, B.H.E.L. LAYOUT,OPPOSITE OF WATER TANK","8"
"Bagalagunte,BAGALAGUNTE,BESIDE NEW PADHA RAKSHA","8"
"Balagaranahalli Gate,ATTIBELE-HUBLI,OPPOSITE OF A.V.S.READY MIX CONCRETE PRODUCT PRIVATE LIMITED","8"
"Baleveerana Halli,BALEVEERANA HALLI,BESIDE GOVT. PRIMARY SCHOOL","8"
"Banashankari 3rd Stage 2rd Phase,BANASHANKARI 3RD STAGE,BESIDE RATNAGIRI PRE-UNIVERSITY COLLEGE","8"
"Banashankari 5th Stage,CHANASANDRA,IN FRONT OF MANTHRI APARTMENTS","8"
"Bangalore Children Hospital,KANDASWAMY LAYOUT, RAJESHWARI NAGARA,IN FRONT OF SRI VINAYAKA ENTERPRISES","8"
"Banjara Palya,BANJARPALYA,OPPOSITE OF DOOR NO 11","8"
"Bannerughatta,BANNERGHATTA,IN FRONT OF MAHADESHWARA BAKERY","8"
"Basammanahalli,BASAMMANAHALLI,IN FRONT OF GOVERNMENT SCHOOL","8"
"Bethanagere Cross,DODDERI VILLAGE,IN FRONT OF ALADAMARA","8"
"Bethanagere Cross,NEAR LAKSHMIDEVI TEMPLE","8"
"Betta Halli Gate,BETTAHALLI CROSS,BESIDE OPEN AREA","8"
"Bettahalli Cross,BETTAHALLI COLONY,BESIDE LAKSHMI VENKATESHWARA PROVISION STORE","8"
"Bettanahalli,IN FRONT OF GOVERNMENT SCHOOL","8"
"Bhaktharahalli Gate,BHAKTHARAHALLI,IN FRONT OF RESIDENTIAL AREA","8"
"Bhaktharahalli,BHAKTHARAHALLI,IN FRONT OF VENKATESWAR SWAMI TEMPLE","8"
"Bharath Nagara Ist Phase","8"
"Biscuits Factory,OPPOSITE OF BISCUITS FACTORY","8"
"BolaMaranahalli,BOLAMARANAHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL","8"
"Bommanahalli,BOMMANAHALLI,BESIDE OPEN AREA","8"
"Bridge Nagarabavi,SHAKTHI GARDEN, KALYANA NAGARA,IN FRONT OF MAHALAKSHMI DENTAL CLINIC","8"
"Buvana Halli Gate,DEVANAHALLI,OPPOSITE OF RED EARTH REAL ESTATE","8"
"Byalalu Janatha Colony,BYALALU,OPPOSITE OF GOVERNMENT MIDDLE SCHOOL","8"
"Byatarayana Doddi Cross,BYATARAYANA DODDI,IN FRONT OF DOOR NO 47","8"
"Bychakuppe,BAYCHAGUPPE,BESIDE RESIDENTIAL AREA","8"
"Byrapura,BYRAPURA,BESIDE OPEN AREA","8"
"Byrashettyhalli,BYRASHETTIHALLI,IN FRONT OF GOVT. PRIMARY SCHOOL","8"
"Byregowdana Halli Colony,BYRE GOWDANAHALLI COLONY,BESIDE OPEN AREA","8"
"Byregowdana Halli,BYRE GOWDANAHALLI CROSS,BESIDE PETTY SHOP","8"
"Carmel Convent High School,CHIKKABELLANDURU VILLAGE, CARMELARAM POST,OPPOSITE OF CARMEL CONVENT HIGH SCHOOL","8"
"Carmelaram Railway Station,CARMELARAM,BEHIND RAILWAY STATION & SAPTHAGIRI VIDYA MANDIRA","8"
"Central Reserve Police Force,GUTTEPALYA,OPPOSITE OF TRAINING SCHOOL","8"
"Channenahalli Arch,CHANNENA HALLI,BESIDE OPEN AREA","8"
"Chellahalli,CHALLAHALLI,BESIDE RESIDENTIAL AREA","8"
"Chennanahalli","8"
"Chikka Kukkanahalli,KUKKANAHALLI,BESIDE BASAVANNA TEMPLE","8"
"Chikka Kuntanahalli,IN FRONT OF MILK DAIRY","8"
"Chikkamarana Halli Colony,CHIKKAMARANAHALLI COLONY,IN FRONT OF WATER TANK","8"
"Chikkamaranahalli,CHIKKAMARANAHALLI,IN FRONT OF ANJANEYA TEMPLE","8"
"Chikkana Hosahalli,IN FRONT OF ALADAMARA","8"
"Cholanayakanahalli,CHOLANAYAKANA HALLI,IN FRONT OF PRIMARY SCHOOL","8"
"Chowdanahalli,CHOWDANA HALLI,OPPOSITE OF MINI  WATER TANK","8"
"Cipla,BESIDE KALYANI MOTORS","8"
"Coles Park,FRAZER TOWN,OPPOSITE OF COLES PARK BWSSB","8"
"D Group Layout,BESIDE OPEN AREA","8"
"DIBBUR GATE,DIBBUR GATE,BESIDE LUCKY MOTORS","8"
"Dabbaguli Cross,Dabbaguli,OPPOSITE OF WATER PUMP HOUSE","8"
"Dasanayakanahalli,DASA NAYAKANA HALLI,OPPOSITE OF VEERAANJANEYA TEMPLE","8"
"Dasarahalli,DASARAHALLI,BEIDE ASHWATHA KATTE","8"
"Devagere Colony,DEVAGERE COLONY,NEAR  GOVERNMENT PRIMARY SCHOOL","8"
"Devalapura,IOC ROAD,IN FRONT OF KAVERI BAKERY","8"
"Devanagundi Cross,DEVANAGONDI,OPPOSITE OF SANITY SHELTERS","8"
"Dibbur,DIBBUR,BESIDE VEERANNA PROVISION STORE","8"
"Dodda Thugur Muneshwara Temple","8"
"Doddabannahalli","8"
"Doddabasti","8"
"Doddakukkanahalli Cross,DODDA KUKKANAHALLI,BESIDE WATER TANK","8"
"Dodderei Colony,OPPOSITE OF GOVERNMENT SCHOOL & COLLEGE","8"
"Domlur Cross,IN FRONT OF NILAGIRI THOPU","8"
"Domlur,DOMLURU, HAL,BESIDE T.T.M.C.","8"
"ESI,MAHADEVPURA,IN FRONT OF ESI HOSPITAL","8"
"Electronic City 2nd Phase","8"
"Embassy Group","8"
"Eshwara Temple,OPPOSITE OF ESHWARA TEMPLE","8"
"GANGOTHRI CIRCLE,BTM LAYOUT 1ST STAGE,IN FRONT OF COSMO BAKERY","8"
"Ganesha Circle,BESIDE GANESHA TEMPLE","8"
"Gattahalli,HUSKURU POST,OPPOSITE OF ASHWATHA KATTE","8"
"Gayatri Layout","8"
"Ghanigara Halli,GANIGARAHALLI,BESIDE OPEN AREA","8"
"Gidada Palya,GIDADA PALYA,OPPOSITE OF POULTRY FARM","8"
"Girigowdana Doddi,GIRIGOWDA DODDI,OPPOSITE OF GOVERNMENT HIGHER PRIMARY SCHOOL","8"
"Gollahalli,H.GOLLAHALLI,IN FRONT OF DOOR NO-65","8"
"Gollahalli,H.GOLLAHALLI,OPPOSITE OF DOOR NO-65","8"
"Gollarapalya,GOLLARAPALYA,IN FRONT OF GOVERNMENT PRIMARY SCHOOL","8"
"Government School Tharahunise","8"
"Gowdahalli","8"
"Gowdana palya,POOJAIEN PALYA,BESIDE OPEN AREA","8"
"Grand Well Norton,BOMMANAHALLI,IN FRONT OF MANJUNATH TELE-LINK","8"
"Gulaganjanahalli,GULAGANJANAHALLI,IN FRONT OF MARAMMA TEMPLE","8"
"Gunjuru Cross,GUNJURU,BESIDE OPEN AREA","8"
"Guttepalya,GUTTEPALYA,IN FRONT OF RESIDENTIAL AREA","8"
"HAL Kalyana Mantapa,HAL POLICE STATION,IN FRONT OF TOUCH DOWN","8"
